SIC,Industry,Sector,Division
8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Services
8062,General Medical and Surgical Hospitals,Health Services,Services
8063,Psychiatric Hospitals,Health Services,Services
8069,"Specialty Hospitals, Except Psychiatric",Health Services,Services
8071,Medical Laboratories,Health Services,Services
8072,Dental Laboratories,Health Services,Services
8082,Home Health Care Services,Health Services,Services
8090,unspecified, Health Services, Services
8092,Kidney Dialysis Centers,Health Services,Services
8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",Health Services,Services
8099,"Health and Allied Services, Not Elsewhere Classified",Health Services,Services
8111,Legal Services,Legal Services,Services
8211,Elementary and Secondary Schools,Educational Services,Services
8221,"Colleges, Universities, and Professional Schools",Educational Services,Services
8222,Junior Colleges and Technical Institutes,Educational Services,Services
8231,Libraries,Educational Services,Services
8243,Data Processing Schools,Educational Services,Services
8244,Business and Secretarial Schools,Educational Services,Services
8249,"Vocational Schools, Not Elsewhere Classified",Educational Services,Services
8299,"Schools and Educational Services, Not Elsewhere Classified",Educational Services,Services
8322,Individual and Family Social Services,Social Services,Services
8331,Job Training and Vocational Rehabilitation Services,Social Services,Services
8351,Child Day Care Services,Social Services,Services
8361,Residential Care,Social Services,Services
8399,"Social Services, Not Elsewhere Classified",Social Services,Services
8412,Museums and Art Galleries,"Museums, Art Galleries, And Botanical And Zoological Gardens",Services
8422,Arboreta and Botanical or Zoological Gardens,"Museums, Art Galleries, And Botanical And Zoological Gardens",Services
8611,Business Associations,Membership Organizations,Services
8621,Professional Membership Organizations,Membership Organizations,Services
8631,Labor Unions and Similar Labor Organizations,Membership Organizations,Services
8641,"Civic, Social, and Fraternal Associations",Membership Organizations,Services
8651,Political Organizations,Membership Organizations,Services
8661,Religious Organizations,Membership Organizations,Services
8699,"Membership Organizations, Not Elsewhere Classified",Membership Organizations,Services
8711,Engineering Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8712,Architectural Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8713,Surveying Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8721,"Accounting, Auditing, and Bookkeeping Services","Engineering, Accounting, Research, Management, And Related Services",Services
8731,Commercial Physical and Biological Research,"Engineering, Accounting, Research, Management, And Related Services",Services
8732,"Commercial Economic, Sociological, and Educational Research","Engineering, Accounting, Research, Management, And Related Services",Services
8733,Noncommercial Research Organizations,"Engineering, Accounting, Research, Management, And Related Services",Services
8734,Testing Laboratories,"Engineering, Accounting, Research, Management, And Related Services",Services
8741,Management Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8742,Management Consulting Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8743,Public Relations Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8744,Facilities Support Management Services,"Engineering, Accounting, Research, Management, And Related Services",Services
8748,"Business Consulting Services, Not Elsewhere Classified","Engineering, Accounting, Research, Management, And Related Services",Services
8811,Private Households,Private Households,Services
8999,"Services, Not Elsewhere Classified",Miscellaneous Services,Services
9111,Executive Offices,"Executive, Legislative, And General Government, Except Finance",Public Administration
9121,Legislative Bodies,"Executive, Legislative, And General Government, Except Finance",Public Administration
9131,Executive and Legislative Offices Combined,"Executive, Legislative, And General Government, Except Finance",Public Administration
9199,"General Government, Not Elsewhere Classified","Executive, Legislative, And General Government, Except Finance",Public Administration
9211,Courts,"Justice, Public Order, And Safety",Public Administration
9221,Police Protection,"Justice, Public Order, And Safety",Public Administration
9222,Legal Counsel and Prosecution,"Justice, Public Order, And Safety",Public Administration
9223,Correctional Institutions,"Justice, Public Order, And Safety",Public Administration
9224,Fire Protection,"Justice, Public Order, And Safety",Public Administration
9229,"Public Order and Safety, Not Elsewhere Classified","Justice, Public Order, And Safety",Public Administration
9311,"Public Finance, Taxation, and Monetary Policy","Public Finance, Taxation, And Monetary Policy",Public Administration
9411,Administration of Educational Programs,Administration Of Human Resource Programs,Public Administration
9431,Administration of Public Health Programs,Administration Of Human Resource Programs,Public Administration
9441,"Administration of Social, Human Resource and Income Maintenance Programs",Administration Of Human Resource Programs,Public Administration
9451,"Administration of Veterans' Affairs, Except Health and Insurance",Administration Of Human Resource Programs,Public Administration
9511,Air and Water Resource and Solid Waste Management,Administration Of Environmental Quality And Housing Programs,Public Administration
9512,"Land, Mineral, Wildlife, and Forest Conservation",Administration Of Environmental Quality And Housing Programs,Public Administration
9531,Administration of Housing Programs,Administration Of Environmental Quality And Housing Programs,Public Administration
9532,Administration of Urban Planning and Community and Rural Development,Administration Of Environmental Quality And Housing Programs,Public Administration
9611,Administration of General Economic Programs,Administration Of Economic Programs,Public Administration
9621,Regulation and Administration of Transportation Programs,Administration Of Economic Programs,Public Administration
9631,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",Administration Of Economic Programs,Public Administration
9641,Regulation of Agricultural Marketing and Commodities,Administration Of Economic Programs,Public Administration
9651,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",Administration Of Economic Programs,Public Administration
9661,Space and Research and Technology,Administration Of Economic Programs,Public Administration
9711,National Security,National Security And International Affairs,Public Administration
9721,International Affairs,National Security And International Affairs,Public Administration
9999,Nonclassifiable Establishments,Nonclassifiable Establishments,Public Administration
